headline,language,label,headline_en,num_evidence,max_rel,mean_rel,p90_rel,max_ent,max_con_used,mean_ent,mean_con,context_mismatch_rate,update_style_rate
Ezhava community group slams Kerala govt over V-C appointment,en,1,Ezhava community group slams Kerala govt over V-C appointment,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maharashtra has adequate Remdesivir stock, shortage as patients want cheapest drug, say FDA officials",en,1,"Maharashtra has adequate Remdesivir stock, shortage as patients want cheapest drug, say FDA officials",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAL assistant supervisor held for Û÷sharingÛª fighter aircraft details with ISI,en,1,HAL assistant supervisor held for Û÷sharingÛa fighter aircraft details with ISI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Himachal: Born in captivity, six Western tragopans released into the wild",en,1,"Himachal: Born in captivity, six Western tragopans released into the wild",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NHRC issues advisory on protection of womenÛªs rights, lists sex workers under Û÷women at workÛª section",en,1,"NHRC issues advisory on protection of womenÛas rights, lists sex workers under Û÷women at workÛa section",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat: Covid cases per day drop,en,1,Gujarat: Covid cases per day drop,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Govt to modify salary structure of contractual workers under NHM,en,1,Govt to modify salary structure of contractual workers under NHM,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Covid-19 vaccine candidates: Dr ReddyÛªs, Bharat Biotech, Bio E told to revise proposals for human trials",en,1,"Covid-19 vaccine candidates: Dr ReddyÛas, Bharat Biotech, Bio E told to revise proposals for human trials",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Two Kerala MPs write to PM Modi over journalist booked under UAPA,en,1,Two Kerala MPs write to PM Modi over journalist booked under UAPA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLD holds mahapanchayat in Muzaffarnagar,en,1,RLD holds mahapanchayat in Muzaffarnagar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unable to cope with wifeÛªs death, man kills 3 minor children, hangs himself",en,1,"Unable to cope with wifeÛas death, man kills 3 minor children, hangs himself",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture dept urges soyabean farmers to reuse produce as seeds for next season,en,1,Agriculture dept urges soyabean farmers to reuse produce as seeds for next season,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Û÷Miss you PapaÛª: Chirag shares childhood pic with Ram Vilas Paswan as he announces fatherÛªs demise,en,1,Û÷Miss you PapaÛa: Chirag shares childhood pic with Ram Vilas Paswan as he announces fatherÛas demise,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
There is a free media in India: MEA on Chinese embassyÛªs Taiwan guidelines to journalists,en,1,There is a free media in India: MEA on Chinese embassyÛas Taiwan guidelines to journalists,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Û÷A firebrand socialist, voice of oppressedÛª: Leaders pay tribute to Ram Vilas Paswan",en,1,"Û÷A firebrand socialist, voice of oppressedÛa: Leaders pay tribute to Ram Vilas Paswan",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh Police exhume girlÛªs body months after her Û÷gangrapeÛª,en,1,Chhattisgarh Police exhume girlÛas body months after her Û÷gangrapeÛa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India: UNSC should not be misused with Û÷retaliatory intentÛª to name innocent civilians as terrorists,en,1,India: UNSC should not be misused with Û÷retaliatory intentÛa to name innocent civilians as terrorists,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"At rail roko in Amritsar, farmers rue Wagah trade falling off govt policy charts",en,1,"At rail roko in Amritsar, farmers rue Wagah trade falling off govt policy charts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Centre appoints chief commissioner for gurdwara polls, sets ball rolling",en,1,"Centre appoints chief commissioner for gurdwara polls, sets ball rolling",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yogendra Yadav: Û÷Punjab took BadalsÛª wicket, HaryanaÛªs turn to bowl Chautalas outÛª",en,1,"Yogendra Yadav: Û÷Punjab took BadalsÛa wicket, HaryanaÛas turn to bowl Chautalas outÛa",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ex-CBI chief Ashwani Kumar found dead in Shimla home,en,1,Ex-CBI chief Ashwani Kumar found dead in Shimla home,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As stubble-burning season begins, sharp spike in farm fires",en,1,"As stubble-burning season begins, sharp spike in farm fires",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5 yrs after IAS officerÛªs death, Cong springs a surprise, fields wife in Karnataka bypoll",en,1,"5 yrs after IAS officerÛas death, Cong springs a surprise, fields wife in Karnataka bypoll",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar elections: RJD first list names 42 candidates,en,1,Bihar elections: RJD first list names 42 candidates,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Election Commission reduces number of star campaigners for Bihar polls,en,1,Election Commission reduces number of star campaigners for Bihar polls,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana to set up Û÷Mining Minister Flying SquadÛª,en,1,Haryana to set up Û÷Mining Minister Flying SquadÛa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaheen Bagh protest ÛÓ SC order cites mediator report: Many influencers,en,1,Shaheen Bagh protest ÛÓ SC order cites mediator report: Many influencers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala gold smuggling case ÛÓ Accused appointed with knowledge of CM: ED chargesheet,en,1,Kerala gold smuggling case ÛÓ Accused appointed with knowledge of CM: ED chargesheet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In search of a better life, sex workers in Amalner hone their entrepreneurial skills",en,1,"In search of a better life, sex workers in Amalner hone their entrepreneurial skills",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Increasing use of nitrogen fertilisers in global food production jeopardising climate goals: Study,en,1,Increasing use of nitrogen fertilisers in global food production jeopardising climate goals: Study,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sirsa emerges epicentre of farmersÛª protest in Haryana, stand-off between police, protesters continues",en,1,"Sirsa emerges epicentre of farmersÛa protest in Haryana, stand-off between police, protesters continues",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter-state bus service may resume soon: Lockdown eats up 82% of expected revenue of HP Road Transport Corp,en,1,Inter-state bus service may resume soon: Lockdown eats up 82% of expected revenue of HP Road Transport Corp,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Indian mom survives Covid-19, delivers baby in UAE",en,1,"Indian mom survives Covid-19, delivers baby in UAE",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab School education department announces dates for Talent search Examination,en,1,Punjab School education department announces dates for Talent search Examination,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhea Chakraborty gets bail in drugs case, released from Byculla jail after nearly a month",en,1,"Rhea Chakraborty gets bail in drugs case, released from Byculla jail after nearly a month",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farmers to consider Capt Amarinder SinghÛªs appeal for easing Û÷rail rokoÛª,en,1,Farmers to consider Capt Amarinder SinghÛas appeal for easing Û÷rail rokoÛa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In Haryana, Rahul says UPA will scrap farm laws, throw China out if voted back",en,1,"In Haryana, Rahul says UPA will scrap farm laws, throw China out if voted back",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"UP: Mother, baby die during quack-assisted delivery, bodies dumped outside clinic",en,1,"UP: Mother, baby die during quack-assisted delivery, bodies dumped outside clinic",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edappadi Palaniswami is AIADMKÛªs Chief Ministerial candidate for 2021 election,en,1,Edappadi Palaniswami is AIADMKÛas Chief Ministerial candidate for 2021 election,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana agrees to withdraw case filed in SC related to sharing of Krishna & Godavari water,en,1,Telangana agrees to withdraw case filed in SC related to sharing of Krishna & Godavari water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ex-MoS Dilip Ray, others convicted in coal blocks allocation scam",en,1,"Ex-MoS Dilip Ray, others convicted in coal blocks allocation scam",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Probe ordered after MLAs who tested positive attend funeral,en,1,Probe ordered after MLAs who tested positive attend funeral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Covid management protocol on ayurveda, yoga out",en,1,"Covid management protocol on ayurveda, yoga out",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CM Pinarayi Vijayan says Kerala figures better than national average on many counts,en,1,CM Pinarayi Vijayan says Kerala figures better than national average on many counts,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamata Banerjee announces jobs for Maoist victimsÛª families in Jangalmahal,en,1,Mamata Banerjee announces jobs for Maoist victimsÛa families in Jangalmahal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaishankar at Quad meet: India committed to respecting territorial integrity,en,1,Jaishankar at Quad meet: India committed to respecting territorial integrity,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab minister Balbir Sidhu tests Covid positive, had shared stage with Rahul Gandhi",en,1,"Punjab minister Balbir Sidhu tests Covid positive, had shared stage with Rahul Gandhi",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Give me free press, other institutions and this govt wonÛªt last long: Rahul Gandhi",en,1,"Give me free press, other institutions and this govt wonÛat last long: Rahul Gandhi",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Û÷Extraordinary and shockingÛª: SC seeks UP response on witness protection in Hathras case,en,1,Û÷Extraordinary and shockingÛa: SC seeks UP response on witness protection in Hathras case,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World watchingÛ? be extra careful: CEC to Bihar poll observers,en,1,World watchingÛ? be extra careful: CEC to Bihar poll observers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rahul rally wonÛªt be stopped, but large crowds wonÛªt be tolerated: Manohar Lal Khattar",en,1,"Rahul rally wonÛat be stopped, but large crowds wonÛat be tolerated: Manohar Lal Khattar",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC issues notice on plea by MP over Basmati GI tag,en,1,SC issues notice on plea by MP over Basmati GI tag,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Over 20 lakh street vendors line up for PM loan scheme ÛÓ despite red tape,en,1,Over 20 lakh street vendors line up for PM loan scheme ÛÓ despite red tape,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hathras case: Investigation on, not proper on my part to comment, says Irani",en,1,"Hathras case: Investigation on, not proper on my part to comment, says Irani",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BJP MPÛªs aide shot: VictimÛªs father points finger at ruling TMC, demands CBI investigation",en,1,"BJP MPÛas aide shot: VictimÛas father points finger at ruling TMC, demands CBI investigation",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Man donates plasma six times, highest in Haryana",en,1,"Man donates plasma six times, highest in Haryana",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ahead of festive season, govt plans awareness campaign to contain Covid",en,1,"Ahead of festive season, govt plans awareness campaign to contain Covid",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rahul Gandhi man of Û÷foreign mentalityÛª, should learn nationalism from nationalists: BJP MLA",en,1,"Rahul Gandhi man of Û÷foreign mentalityÛa, should learn nationalism from nationalists: BJP MLA",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In fresh FIR, Hathras police claims Û÷international plotÛª to defame Yogi govt",en,1,"In fresh FIR, Hathras police claims Û÷international plotÛa to defame Yogi govt",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala Lottery Today Results announced: First prize is worth Rs 75 lakh!,en,1,Kerala Lottery Today Results announced: First prize is worth Rs 75 lakh!,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka to develop new cybersecurity policy to strengthen digitisation,en,1,Karnataka to develop new cybersecurity policy to strengthen digitisation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In no scenario can China get the better of us: IAF chief Bhadauria,en,1,In no scenario can China get the better of us: IAF chief Bhadauria,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seeking justice for Hathras victim: Over 5,000 safai karamcharis on strike in Agra",en,1,"Seeking justice for Hathras victim: Over 5,000 safai karamcharis on strike in Agra",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2019 Unnao gangrape-murder ÛÓ VictimÛªs nephew missing: Police file abduction case, three cops suspended",en,1,"2019 Unnao gangrape-murder ÛÓ VictimÛas nephew missing: Police file abduction case, three cops suspended",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sengar seat bypoll: Congress raises pitch over Hathras,en,1,Sengar seat bypoll: Congress raises pitch over Hathras,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Û÷Will seek nod for fast track courtÛª: Officials meet Balrampur victimÛªs family,en,1,Û÷Will seek nod for fast track courtÛa: Officials meet Balrampur victimÛas family,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Only 41 districts in country with severe or extreme dry conditions: Report by IMD,en,1,Only 41 districts in country with severe or extreme dry conditions: Report by IMD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hathras case: Bhim Army chief, SP, RLD meet victimÛªs family; accused defended at BJP leaderÛªs house meet",en,1,"Hathras case: Bhim Army chief, SP, RLD meet victimÛas family; accused defended at BJP leaderÛas house meet",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Police busts Khalistan Zindabad Force terror module, arrests 2",en,1,"Punjab Police busts Khalistan Zindabad Force terror module, arrests 2",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mukesh Sahni-led VIP to contest all 243 seats in Bihar,en,1,Mukesh Sahni-led VIP to contest all 243 seats in Bihar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no ,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no ,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no ,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,0,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no ,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no ,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no ,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,no,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,not,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,en,1,"No, it is not.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
